Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	# misassembled contigs	Misassembled contigs length	# local misassemblies	# unaligned mis. contigs	# mismatches	# indels	    # indels (<= 5 bp)	    # indels (> 5 bp)	Indels length
pilon_outdir.sorted.05-04-2019	157	98	58	1	5	3025401	20	3	4560	354	339	15	769
