DNPH1	557
FECAFAII_00001	0
FECAFAII_00008	0
FECAFAII_00009	0
FECAFAII_00012	53
FECAFAII_00014	518
FECAFAII_00017	2392
FECAFAII_00018	1144
FECAFAII_00019	843
FECAFAII_00022	639
FECAFAII_00027	19
FECAFAII_00029	5525
FECAFAII_00030	1845
FECAFAII_00032	50
FECAFAII_00033	859
FECAFAII_00034	206
FECAFAII_00035	19
FECAFAII_00036	30
FECAFAII_00037	212
FECAFAII_00038	3864
FECAFAII_00039	444
FECAFAII_00041	184
FECAFAII_00043	110
FECAFAII_00044	411
FECAFAII_00045	0
FECAFAII_00046	0
FECAFAII_00048	3030
FECAFAII_00049	2238
FECAFAII_00050	31
FECAFAII_00051	16
FECAFAII_00052	22
FECAFAII_00053	6
FECAFAII_00054	606
FECAFAII_00055	591
FECAFAII_00056	134
FECAFAII_00057	598
FECAFAII_00063	3127
FECAFAII_00071	62
FECAFAII_00072	300
FECAFAII_00076	2082
FECAFAII_00077	1555
FECAFAII_00083	449
FECAFAII_00084	1900
FECAFAII_00087	5038
FECAFAII_00092	657
FECAFAII_00094	6367
FECAFAII_00095	14699
FECAFAII_00100	4
FECAFAII_00101	58
FECAFAII_00102	36
FECAFAII_00103	124
FECAFAII_00104	16
FECAFAII_00106	180
FECAFAII_00111	62
FECAFAII_00112	30
FECAFAII_00114	695
FECAFAII_00115	10
FECAFAII_00116	641
FECAFAII_00117	637
FECAFAII_00122	533
FECAFAII_00125	1656
FECAFAII_00128	2008
FECAFAII_00129	8387
FECAFAII_00131	4557
FECAFAII_00136	6879
FECAFAII_00137	210
FECAFAII_00144	568
FECAFAII_00145	875
FECAFAII_00146	3
FECAFAII_00147	0
FECAFAII_00169	1414
FECAFAII_00170	1634
FECAFAII_00171	504
FECAFAII_00173	683
FECAFAII_00174	1139
FECAFAII_00179	1385
FECAFAII_00180	201
FECAFAII_00186	30179
FECAFAII_00190	273
FECAFAII_00191	3740
FECAFAII_00192	1460
FECAFAII_00193	2497
FECAFAII_00194	1012
FECAFAII_00195	639
FECAFAII_00201	253
FECAFAII_00204	56
FECAFAII_00205	133
FECAFAII_00206	503
FECAFAII_00208	554
FECAFAII_00209	2393
FECAFAII_00212	1008
FECAFAII_00213	29
FECAFAII_00214	7322
FECAFAII_00226	1470
FECAFAII_00229	9
FECAFAII_00231	83
FECAFAII_00233	139
FECAFAII_00237	3475
FECAFAII_00238	3463
FECAFAII_00240	648
FECAFAII_00241	1797
FECAFAII_00246	108
FECAFAII_00252	2281
FECAFAII_00255	2436
FECAFAII_00256	358
FECAFAII_00259	1096
FECAFAII_00260	232
FECAFAII_00261	233
FECAFAII_00262	919
FECAFAII_00265	0
FECAFAII_00269	944
FECAFAII_00271	219
FECAFAII_00272	1011
FECAFAII_00273	872
FECAFAII_00274	16
FECAFAII_00275	10
FECAFAII_00277	223
FECAFAII_00278	169
FECAFAII_00283	471
FECAFAII_00284	359
FECAFAII_00285	842
FECAFAII_00286	3897
FECAFAII_00288	192
FECAFAII_00289	37
FECAFAII_00290	175
FECAFAII_00291	2056
FECAFAII_00292	2441
FECAFAII_00293	258
FECAFAII_00294	35
FECAFAII_00295	0
FECAFAII_00296	0
FECAFAII_00297	0
FECAFAII_00298	4
FECAFAII_00299	0
FECAFAII_00300	0
FECAFAII_00301	0
FECAFAII_00305	250
FECAFAII_00306	1790
FECAFAII_00307	6
FECAFAII_00308	1
FECAFAII_00312	15352
FECAFAII_00315	689
FECAFAII_00317	116
FECAFAII_00318	3
FECAFAII_00321	1528
FECAFAII_00322	1941
FECAFAII_00324	7
FECAFAII_00326	37
FECAFAII_00332	983
FECAFAII_00335	2123
FECAFAII_00348	2525
FECAFAII_00349	6
FECAFAII_00351	0
FECAFAII_00352	18170
FECAFAII_00354	28686
FECAFAII_00355	7584
FECAFAII_00362	53
FECAFAII_00363	43
FECAFAII_00364	2528
FECAFAII_00365	1329
FECAFAII_00366	2962
FECAFAII_00368	5934
FECAFAII_00377	538
FECAFAII_00378	1184
FECAFAII_00379	989
FECAFAII_00381	28
FECAFAII_00382	0
FECAFAII_00387	5034
FECAFAII_00391	171
FECAFAII_00398	1340
FECAFAII_00399	4867
FECAFAII_00403	201
FECAFAII_00405	37
FECAFAII_00406	27150
FECAFAII_00417	646
FECAFAII_00418	1143
FECAFAII_00419	2241
FECAFAII_00420	1080
FECAFAII_00426	215
FECAFAII_00427	2223
FECAFAII_00431	0
FECAFAII_00432	70
FECAFAII_00433	28
FECAFAII_00434	9
FECAFAII_00436	8883
FECAFAII_00437	5
FECAFAII_00438	43
FECAFAII_00439	79
FECAFAII_00440	14
FECAFAII_00445	3750
FECAFAII_00452	6599
FECAFAII_00456	0
FECAFAII_00460	68141
FECAFAII_00461	4909
FECAFAII_00463	8765
FECAFAII_00464	1
FECAFAII_00465	29
FECAFAII_00466	2837
FECAFAII_00467	1365
FECAFAII_00468	7
FECAFAII_00469	114
FECAFAII_00471	1406
FECAFAII_00515	12369
FECAFAII_00516	18456
FECAFAII_00532	167
FECAFAII_00533	15
FECAFAII_00534	166
FECAFAII_00535	89
FECAFAII_00536	692
FECAFAII_00537	735
FECAFAII_00538	226
FECAFAII_00539	13
FECAFAII_00540	316
FECAFAII_00541	822
FECAFAII_00544	5855
FECAFAII_00546	4954
FECAFAII_00557	1872
FECAFAII_00563	7918
FECAFAII_00564	32
FECAFAII_00570	1248
FECAFAII_00572	6858
FECAFAII_00596	15545
FECAFAII_00598	715
FECAFAII_00599	775
FECAFAII_00601	3969
FECAFAII_00602	4660
FECAFAII_00606	684
FECAFAII_00610	30
FECAFAII_00615	8
FECAFAII_00628	0
FECAFAII_00632	25
FECAFAII_00633	463
FECAFAII_00634	17
FECAFAII_00636	86
FECAFAII_00641	539
FECAFAII_00644	144
FECAFAII_00646	170
FECAFAII_00647	0
FECAFAII_00649	52
FECAFAII_00650	15
FECAFAII_00651	22
FECAFAII_00652	50
FECAFAII_00653	25
FECAFAII_00655	92
FECAFAII_00658	112
FECAFAII_00659	74
FECAFAII_00661	598
FECAFAII_00662	22
FECAFAII_00664	59
FECAFAII_00665	25
FECAFAII_00666	0
FECAFAII_00667	18
FECAFAII_00669	3
FECAFAII_00670	36
FECAFAII_00671	20
FECAFAII_00674	798
FECAFAII_00676	86
FECAFAII_00679	24
FECAFAII_00680	19
FECAFAII_00681	21
FECAFAII_00682	157
FECAFAII_00683	0
FECAFAII_00685	457
FECAFAII_00689	86
FECAFAII_00693	1822
FECAFAII_00694	273
FECAFAII_00697	251
FECAFAII_00699	2176
FECAFAII_00702	41
FECAFAII_00706	103
FECAFAII_00707	3656
FECAFAII_00708	10452
FECAFAII_00709	174
FECAFAII_00713	72
FECAFAII_00714	3314
FECAFAII_00717	1714
FECAFAII_00718	2354
FECAFAII_00728	3566
FECAFAII_00729	2411
FECAFAII_00731	10560
FECAFAII_00732	2620
FECAFAII_00734	2247
FECAFAII_00736	7014
FECAFAII_00751	13970
FECAFAII_00752	1244
FECAFAII_00753	728
FECAFAII_00754	2458
FECAFAII_00755	1091
FECAFAII_00768	2064
FECAFAII_00769	464466
FECAFAII_00771	330
FECAFAII_00772	3034
FECAFAII_00787	0
FECAFAII_00818	2
FECAFAII_00822	1905
FECAFAII_00823	3160
FECAFAII_00825	3908
FECAFAII_00827	74459
FECAFAII_00830	2878
FECAFAII_00831	3632
FECAFAII_00832	1908
FECAFAII_00833	83
FECAFAII_00834	1553
FECAFAII_00836	221
FECAFAII_00837	430
FECAFAII_00841	38
FECAFAII_00844	422
FECAFAII_00849	159
FECAFAII_00850	51
FECAFAII_00852	461
FECAFAII_00853	896
FECAFAII_00855	110
FECAFAII_00860	7965
FECAFAII_00861	142
FECAFAII_00871	14
FECAFAII_00875	24
FECAFAII_00877	4
FECAFAII_00886	11925
FECAFAII_00889	8472
FECAFAII_00890	7420
FECAFAII_00892	3066
FECAFAII_00893	2357
FECAFAII_00899	24
FECAFAII_00900	28
FECAFAII_00901	34
FECAFAII_00902	10
FECAFAII_00906	3606
FECAFAII_00907	24520
FECAFAII_00908	2290
FECAFAII_00909	1650
FECAFAII_00910	350
FECAFAII_00911	413
FECAFAII_00920	10438
FECAFAII_00922	572
FECAFAII_00933	0
FECAFAII_00934	5960
FECAFAII_00940	862
FECAFAII_00945	1199
FECAFAII_00949	333
FECAFAII_00950	271
FECAFAII_00953	7364
FECAFAII_00957	2203
FECAFAII_00958	1893
FECAFAII_00965	270
FECAFAII_00966	465
FECAFAII_00967	19
FECAFAII_00970	1209
FECAFAII_00975	1027
FECAFAII_00977	98
FECAFAII_00978	578
FECAFAII_00982	79
FECAFAII_00983	108
FECAFAII_00984	17
FECAFAII_00985	76
FECAFAII_00987	1170
FECAFAII_00988	5097
FECAFAII_00991	5548
FECAFAII_00994	1828
FECAFAII_00996	5664
FECAFAII_01000	752
FECAFAII_01001	643
FECAFAII_01002	1519
FECAFAII_01003	2544
FECAFAII_01004	2329
FECAFAII_01005	7117
FECAFAII_01006	5347
FECAFAII_01007	12580
FECAFAII_01008	1903
FECAFAII_01009	1481
FECAFAII_01010	3526
FECAFAII_01011	3123
FECAFAII_01012	482
FECAFAII_01013	180
FECAFAII_01014	1229
FECAFAII_01015	36
FECAFAII_01016	3501
FECAFAII_01017	5066
FECAFAII_01018	9497
FECAFAII_01019	373
FECAFAII_01020	312
FECAFAII_01021	498
FECAFAII_01022	218
FECAFAII_01023	806
FECAFAII_01024	214
FECAFAII_01025	544
FECAFAII_01026	401
FECAFAII_01027	521
FECAFAII_01028	7
FECAFAII_01029	0
FECAFAII_01030	0
FECAFAII_01031	0
FECAFAII_01033	1287
FECAFAII_01034	661
FECAFAII_01035	182
FECAFAII_01036	486
FECAFAII_01037	900
FECAFAII_01038	1987
FECAFAII_01039	205
FECAFAII_01040	225
FECAFAII_01041	1725
FECAFAII_01042	401
FECAFAII_01043	1181
FECAFAII_01044	559
FECAFAII_01045	1799
FECAFAII_01046	391
FECAFAII_01047	679
FECAFAII_01048	507
FECAFAII_01049	971
FECAFAII_01050	414
FECAFAII_01051	831
FECAFAII_01052	479
FECAFAII_01053	81
FECAFAII_01054	3445
FECAFAII_01055	742
FECAFAII_01057	0
FECAFAII_01058	0
FECAFAII_01059	0
FECAFAII_01060	138
FECAFAII_01061	2
FECAFAII_01062	0
FECAFAII_01063	0
FECAFAII_01066	0
FECAFAII_01067	2
FECAFAII_01068	0
FECAFAII_01069	0
FECAFAII_01070	0
FECAFAII_01071	1
FECAFAII_01072	2
FECAFAII_01074	1795
FECAFAII_01075	4239
FECAFAII_01077	3264
FECAFAII_01080	2338
FECAFAII_01086	12057
FECAFAII_01087	4133
FECAFAII_01092	0
FECAFAII_01095	1689
FECAFAII_01100	2894
FECAFAII_01102	5880
FECAFAII_01104	0
FECAFAII_01108	2873
FECAFAII_01112	5555
FECAFAII_01113	26
FECAFAII_01114	0
FECAFAII_01115	3
FECAFAII_01117	580
FECAFAII_01119	718
FECAFAII_01128	15104
FECAFAII_01129	611
FECAFAII_01133	40
FECAFAII_01134	74231
FECAFAII_01139	6709
FECAFAII_01141	12865
FECAFAII_01156	718
FECAFAII_01158	3791
FECAFAII_01160	4844
FECAFAII_01161	1612
FECAFAII_01162	5079
FECAFAII_01163	0
FECAFAII_01164	1882
FECAFAII_01167	1646
FECAFAII_01171	0
FECAFAII_01174	0
FECAFAII_01176	1519
FECAFAII_01181	13098
FECAFAII_01206	1
FECAFAII_01211	17
FECAFAII_01212	977
FECAFAII_01213	1285
FECAFAII_01222	220
FECAFAII_01223	347
FECAFAII_01224	273
FECAFAII_01225	6
FECAFAII_01227	27
FECAFAII_01228	0
FECAFAII_01229	60
FECAFAII_01230	29
FECAFAII_01231	146
FECAFAII_01232	62
FECAFAII_01233	198
FECAFAII_01240	721
FECAFAII_01241	35
FECAFAII_01247	3
FECAFAII_01254	5391
FECAFAII_01255	102
FECAFAII_01256	657
FECAFAII_01258	6
FECAFAII_01261	21621
FECAFAII_01266	3909
FECAFAII_01267	1889
FECAFAII_01269	1593
FECAFAII_01270	4358
FECAFAII_01274	543
FECAFAII_01275	1882
FECAFAII_01279	0
FECAFAII_01283	0
FECAFAII_01285	2028
FECAFAII_01290	18658
FECAFAII_01291	23699
FECAFAII_01292	297
FECAFAII_01293	1792
FECAFAII_01294	149
FECAFAII_01301	2516
FECAFAII_01303	5914
FECAFAII_01304	361
FECAFAII_01305	1105
FECAFAII_01307	4292
FECAFAII_01308	487
FECAFAII_01313	5088
FECAFAII_01314	10004
FECAFAII_01316	3241
FECAFAII_01318	821
FECAFAII_01321	5929
FECAFAII_01333	2321
FECAFAII_01339	696
FECAFAII_01340	1167
FECAFAII_01341	1749
FECAFAII_01342	1184
FECAFAII_01343	2336
FECAFAII_01345	13446
FECAFAII_01346	567
FECAFAII_01347	46
FECAFAII_01350	340
FECAFAII_01356	5573
FECAFAII_01358	2727
FECAFAII_01360	429
FECAFAII_01361	44
FECAFAII_01362	352
FECAFAII_01363	372
FECAFAII_01365	144
FECAFAII_01367	4995
FECAFAII_01369	12
FECAFAII_01376	415
FECAFAII_01377	1336
FECAFAII_01379	2900
FECAFAII_01382	7173
FECAFAII_01386	23
FECAFAII_01393	3782
FECAFAII_01404	18
FECAFAII_01416	561
FECAFAII_01420	1991
FECAFAII_01423	7838
FECAFAII_01424	4097
FECAFAII_01425	6624
FECAFAII_01430	181
FECAFAII_01431	292
FECAFAII_01434	3193
FECAFAII_01436	501
FECAFAII_01437	500
FECAFAII_01441	2783
FECAFAII_01443	2721
FECAFAII_01444	1050
FECAFAII_01446	446
FECAFAII_01448	5113
FECAFAII_01449	3044
FECAFAII_01450	1630
FECAFAII_01451	3367
FECAFAII_01452	16
FECAFAII_01453	4534
FECAFAII_01454	2521
FECAFAII_01455	47013
FECAFAII_01456	1218
FECAFAII_01458	9104
FECAFAII_01459	367
FECAFAII_01460	1016
FECAFAII_01461	1786
FECAFAII_01462	186
FECAFAII_01465	0
FECAFAII_01478	506
FECAFAII_01484	1379
FECAFAII_01485	1401
FECAFAII_01486	5
FECAFAII_01487	1028
FECAFAII_01490	17155
FECAFAII_01493	3370
FECAFAII_01496	7076
FECAFAII_01498	2312
FECAFAII_01500	30
FECAFAII_01501	580
FECAFAII_01505	8238
FECAFAII_01506	348
FECAFAII_01510	20
FECAFAII_01511	1
FECAFAII_01514	965
FECAFAII_01518	1666
FECAFAII_01519	39
FECAFAII_01520	92
FECAFAII_01521	64
FECAFAII_01523	119
FECAFAII_01524	3988
FECAFAII_01526	502
FECAFAII_01531	3004
FECAFAII_01534	4717
FECAFAII_01535	1714
FECAFAII_01552	18449
FECAFAII_01553	17
FECAFAII_01554	1124
FECAFAII_01555	15891
FECAFAII_01560	4982
FECAFAII_01562	354
FECAFAII_01563	1147
FECAFAII_01566	0
FECAFAII_01568	29
FECAFAII_01569	131
FECAFAII_01571	319
FECAFAII_01573	2751
FECAFAII_01576	12
FECAFAII_01577	77
FECAFAII_01578	39
FECAFAII_01579	58
FECAFAII_01580	12
FECAFAII_01581	14
FECAFAII_01582	562
FECAFAII_01584	42
FECAFAII_01592	6682
FECAFAII_01594	9215
FECAFAII_01595	1903
FECAFAII_01596	993
FECAFAII_01598	96
FECAFAII_01601	637
FECAFAII_01602	427
FECAFAII_01603	6856
FECAFAII_01604	4451
FECAFAII_01605	499
FECAFAII_01606	1019
FECAFAII_01609	1377
FECAFAII_01610	1774
FECAFAII_01611	282
FECAFAII_01616	4328
FECAFAII_01618	3
FECAFAII_01623	1235
FECAFAII_01624	136
FECAFAII_01627	276
FECAFAII_01628	274
FECAFAII_01629	107
FECAFAII_01635	262
FECAFAII_01636	1730
FECAFAII_01641	170
FECAFAII_01642	2116
FECAFAII_01644	137
FECAFAII_01646	30
FECAFAII_01650	0
FECAFAII_01651	2858
FECAFAII_01652	21092
FECAFAII_01653	11312
FECAFAII_01654	23427
FECAFAII_01655	48
FECAFAII_01656	145
FECAFAII_01657	62
FECAFAII_01658	46
FECAFAII_01659	5691
FECAFAII_01660	49624
FECAFAII_01661	1986
FECAFAII_01662	8791
FECAFAII_01665	919
FECAFAII_01669	4351
FECAFAII_01671	490
FECAFAII_01672	517
FECAFAII_01673	770
FECAFAII_01674	603
FECAFAII_01675	6
FECAFAII_01677	587
FECAFAII_01678	18
FECAFAII_01681	0
FECAFAII_01682	2
FECAFAII_01687	3
FECAFAII_01689	33
FECAFAII_01691	789
FECAFAII_01693	35
FECAFAII_01696	1421
FECAFAII_01697	325
FECAFAII_01698	294
FECAFAII_01699	4918
FECAFAII_01703	1
FECAFAII_01706	10
FECAFAII_01709	17313
FECAFAII_01710	509
FECAFAII_01711	3665
FECAFAII_01712	1
FECAFAII_01713	2
FECAFAII_01716	4204
FECAFAII_01717	3021
FECAFAII_01718	1746
FECAFAII_01720	808
FECAFAII_01721	378
FECAFAII_01724	803
FECAFAII_01726	0
FECAFAII_01727	11761
FECAFAII_01731	19347
FECAFAII_01738	2142
FECAFAII_01739	2729
FECAFAII_01743	132
FECAFAII_01745	1253
FECAFAII_01748	763
FECAFAII_01749	1285
FECAFAII_01750	59
FECAFAII_01751	150
FECAFAII_01752	151
FECAFAII_01756	190
FECAFAII_01771	67
FECAFAII_01783	523
FECAFAII_01784	2540
FECAFAII_01785	9114
FECAFAII_01789	708
FECAFAII_01790	4079
FECAFAII_01792	1632
FECAFAII_01798	4634
FECAFAII_01799	213
FECAFAII_01800	455
FECAFAII_01801	447
FECAFAII_01802	289
FECAFAII_01803	15
FECAFAII_01804	870
FECAFAII_01805	124
FECAFAII_01806	103
FECAFAII_01808	10801
FECAFAII_01810	6629
FECAFAII_01811	6108
FECAFAII_01822	179
FECAFAII_01824	1139
FECAFAII_01828	767
FECAFAII_01839	1896
FECAFAII_01867	9689
FECAFAII_01868	2501
FECAFAII_01869	574
FECAFAII_01872	998
FECAFAII_01881	3492
FECAFAII_01883	0
FECAFAII_01885	16
FECAFAII_01887	0
FECAFAII_01888	4
FECAFAII_01890	48
FECAFAII_01891	26
FECAFAII_01892	65
FECAFAII_01893	58
FECAFAII_01894	0
FECAFAII_01895	0
FECAFAII_01896	0
FECAFAII_01898	173
FECAFAII_01900	577
FECAFAII_01901	300
FECAFAII_01902	209
FECAFAII_01903	37
FECAFAII_01904	254
FECAFAII_01905	111
FECAFAII_01906	1423
FECAFAII_01907	548
FECAFAII_01908	557
FECAFAII_01909	747
FECAFAII_01910	271
FECAFAII_01911	175
FECAFAII_01912	121
FECAFAII_01913	117
FECAFAII_01914	1648
FECAFAII_01915	3733
FECAFAII_01916	507
FECAFAII_01917	445
FECAFAII_01918	3026
FECAFAII_01919	0
FECAFAII_01920	0
FECAFAII_01921	499
FECAFAII_01922	613
FECAFAII_01923	1818
FECAFAII_01924	463
FECAFAII_01925	421
FECAFAII_01926	225
FECAFAII_01927	2171
FECAFAII_01928	2774
FECAFAII_01929	2875
FECAFAII_01930	9687
FECAFAII_01931	466
FECAFAII_01932	181
FECAFAII_01933	2808
FECAFAII_01934	1021
FECAFAII_01935	2883
FECAFAII_01938	1673
FECAFAII_01939	5982
FECAFAII_01942	22493
FECAFAII_01943	41
FECAFAII_01944	0
FECAFAII_01945	1008
FECAFAII_01946	491
FECAFAII_01947	7
FECAFAII_01948	1299
FECAFAII_01950	13260
FECAFAII_01951	26
FECAFAII_01952	12957
FECAFAII_01953	63
FECAFAII_01954	7
FECAFAII_01955	0
FECAFAII_01956	131
FECAFAII_01957	1
FECAFAII_01965	91
FECAFAII_01966	129
FECAFAII_01969	322
FECAFAII_01970	1542
FECAFAII_01972	151
FECAFAII_01973	1
FECAFAII_01975	0
FECAFAII_01976	47
FECAFAII_01977	6358
FECAFAII_01981	49
FECAFAII_01982	1
FECAFAII_01984	0
FECAFAII_01985	589
FECAFAII_01989	86
FECAFAII_01990	621
FECAFAII_01991	8
FECAFAII_01992	2
FECAFAII_01993	70
FECAFAII_01994	10
FECAFAII_01995	7
FECAFAII_01996	14
FECAFAII_01997	48
FECAFAII_01998	312
FECAFAII_02000	87
FECAFAII_02001	53
FECAFAII_02002	4
FECAFAII_02003	10
FECAFAII_02004	9
FECAFAII_02005	0
FECAFAII_02006	0
FECAFAII_02007	68
FECAFAII_02019	489
FECAFAII_02020	240
FECAFAII_02021	131
FECAFAII_02022	13
FECAFAII_02023	20
FECAFAII_02024	105
FECAFAII_02025	37
FECAFAII_02026	2
FECAFAII_02028	18
FECAFAII_02029	0
FECAFAII_02030	34
FECAFAII_02031	6
FECAFAII_02032	1477
FECAFAII_02033	3355
